WOTC CustID|LocCode|LocName|Loc_Address1|Loc_Address2|Loc_City|Loc_State|Loc_Zipcode|Loc_Phone
7763|undefined|0793|793 Rocky Mount, NC BAM|1100 Weslayen Bvld.||Rocky Mount|NC|27804|
7763|undefined|0794|794 Rock Hill, SC BAM|540 John Ross Parkway||Rock Hill|SC|29730|
7763|undefined|0797|797 Roseville, MI - BAM|32411 Gratiot Avenue|Space 380|Roseville|MI|48066|5862961508
7763|undefined|0798|798 Rockaway, NJ BAM|301 Mount Hope Avenue|Space 1041|Rockaway|NJ|07866|
7763|undefined|0820|820 Salisbury, NC BAM|1935 Jake Alexander Boulevard||W. Salisbury|NC|28144|
7763|undefined|0821|821 Salina, KS BAM|2259 South 9th Street||Salina|KS|67401|
7763|undefined|0822|822 Sandusky, OH BAM|4314 Milan Rd||Sandusky|OH|44870|
7763|undefined|0823|823 Selinsgrove, PA BAM|A-12 Susquehanna Valley Mall||Selinsgrove|PA|17870|
7763|undefined|0826|826 San Antonio, TX BAM|5347 S. Loop 1604||San Antonio|TX|78249|
7763|undefined|0829|829 Sarasota, FL BAM|6591 S. Tamiami Trial||Sarasota|FL|34231|
7763|undefined|0833|833 Savannah, GA BAM|8108 Abercorn Street||Savannah|GA|31406|
7763|undefined|0834|834 Scranton/Dickson City, PA|100 Viewmont Mall||Scranton|PA|18508|
7763|undefined|0837|837 Sherman, TX BAM|3404 Town Center Street||Sherman|TX|75092|
7763|undefined|0838|838 Sebring, FL BAM|1716 US 27 North||Sebring|FL|33870|
7763|undefined|0842|842 Shreveport-Bossier, LA BAM|2001 Airline Drive - Suite 166||Bossier City|LA|71111|
7763|undefined|0844|844 Slidell, LA BAM|150 North Shore Blvd.|Space #2009|Slidell|LA|70460|
7763|undefined|0846|846 Sterling, VA BAM|46301 Potomac Run Plaza West-U||Sterling|VA|20164|
7763|undefined|0847|847 Shirlington, VA BAM|4017 S. 28th Street A-210||Shirlington|VA|22206|
7763|undefined|0848|848 Sumter, SC BAM|1057 Broad Street|Space 8|Sumter|SC|29150|
7763|undefined|0851|851 South Portland, ME BAM|430 Gorham Road||S. Portland|ME|04106|
7763|undefined|0852|852 Somerset, KY BKLD|4150 South Hwy 27|Space 11-B|Somerset|KY|42501|
7763|undefined|0853|853 Springhill, TN|1040 Crossings Blvd||Springhill|TN|37174|
7763|undefined|0855|855 Statesville, NC BKLD|1619 East Broad Street||Statesville|NC|28677|
7763|undefined|0856|856 St. Louis, Missouri BAM|5555 St. Louis Mills Boulevard||Hazelwood|MO|63042|
7763|undefined|0857|857 Statesboro GA|343 Henry Blvd||Statesboro|GA|30458|
7763|undefined|0858|858 Southern Pines, NC BAM|US 15-501 Hwy Dr & Morganton R||Southern Pines|NC|28387|
7763|undefined|0859|859 St Clairsville, OH BAM|67800 Mall Road|Space 120|St Clairsville|OH|43950|740-695-3680
7763|undefined|0860|860 Waynesboro, VA BAM|801 Town Center Drive||Waynesboro|VA|22980|
7763|undefined|0861|861 Springfield, PA BAM|1250 Baltimore Pike|Space L-31A|Springfield|PA|19064|6103284253
7763|undefined|0862|862 Stroudsburg, PA BAM|344 Stroud Mall Road|Space 430|Stroudsburg|PA|18360|
7763|undefined|0868|868 Strongsville, OH BAM|500 South Park Center|Space # BL-200|Strongsville|OH|44136|
7763|undefined|0872|872 Tallahassee-North, FL BAM|3521-E Thomasville Road||Tallahassee|FL|32308|
7763|undefined|0875|875 Terre Haute, IN BAM|3370 South US Hwy 41||Terre Haute|IN|47802|
7763|undefined|0877|877 Texarkana, TX BAM|3501 Mall Drive||Texarkana|TX|75503|
7763|undefined|0890|890 Perrysburg, OH BAM|2105 Levis Commons Blvd||Perrysburg|OH|43551|
7763|undefined|0893|893 Traverse City, MI BAM|2612 Crossings Circle||Traverse City|MI|49684|
7763|undefined|0894|894 Trumbull, CT BAM|5065 Main Street|Suite 114|Trumbull|CT|06611|203-372-0274
7763|undefined|0895|895 Tulsa OK|7404 S. Olympia Ave. West||Tulsa|OK|74132|
7763|undefined|0898|898 Tupelo, MS BAM|4324 Mall Drive||Tupelo|MS|38804|
7763|undefined|0904|904 Tuscaloosa, AL BAM|900 Skyland Boulevard East - S||Tuscaloosa|AL|35405|
7763|undefined|0920|920 Valdosta, GA BAM|1705-C Norman Drive||Valdosta|GA|31601|
7763|undefined|0922|922 Venice, FL BAM|4230 South Tamiami Trail||Venice|FL|34293|
7763|undefined|0923|923 Vero Beach, FL BAM|2006 58th Avenue||Vero Beach|FL|32966|
7763|undefined|0925|925 Vicksburg, MS BKLD|3505 Pemberton Square Boulevar||Vicksburg|MS|39180|
7763|undefined|0926|926 Vero Beach, FL BAM|6200 20th Street|#606|Vero Beach|FL|32966|
7763|undefined|0927|927 Viera, FL BAM|2251 Town Center Ave, Suite 10||Melbourne|FL|32940|
7763|undefined|0928|928 Vineland, NJ BAM|3849 South Delsea Drive||Vineland|NJ|08360|
7763|undefined|0929|929 Valley Stream, NY BAM|1117 Green Acres Mall||Valley Stream|NY|11581|
7763|undefined|0931|931 Virginia Beach, VA|3312 Princess Anne Rd #821||Virginia Beach|VA|23456|
7763|undefined|0940|940 Waco, TX BAM|2432 West Loop 340||Waco|TX|76711|
7763|undefined|0941|941 Waldorf, MD BAM|3304-A Crain Hwy||Waldorf|MD|20603|
7763|undefined|0942|942 Westminster, MD BAM|400 North Center Street||Westminster|MD|21157|
7763|undefined|0944|944 Warner Robbins, GA BAM|2620 Watson Blvd Suite D||Warner Robbins|GA|31093|
7763|undefined|0947|947 Western Springs, IL BAM|4700 Gilbert Road #43-A||Western Springs|IL|60558|
7763|undefined|0948|948 Washington-Dupont Circle,|11 Dupont Circle N.W.||Washington|DC|20036|
7763|undefined|0949|949 Wichita Falls, TX BAM|3111 Midwestern Parkway #410||Wichita Falls|TX|76308|
7763|undefined|0951|951 Williamsburg, VA BAM|1254 Richmond Rd.||Williamsburg|VA|23187|
7763|undefined|0953|953 Wilmington, NC BAM|3737 Oleander Drive||Wilmington|NC|28403|
7763|undefined|0954|954 Winchester, VA BAM|2198 South Pleasant Valley Roa||Winchester|VA|22601|
7763|undefined|0955|955 Wilson, NC BAM|2420 Forest Hills Road||Wilson|NC|27893|
7763|undefined|0956|956 Wheeling, WV BAM|520 Cabela Drive||Treiadelphia|WV|26059|
7763|undefined|0957|957 Waterford, CT BAM|915 Hatfordroad Turnpike||Waterford|CT|06385|
7763|undefined|0958|958 West Lebanon, NH|285 Plainfield Road||West Lebanon|NH|03784|
7763|undefined|0959|959 Washington, PA BAM|1500 West Chestnut Street|Space 264|Washington|PA|15301|
7763|undefined|0960|960 Woodbridge, VA BAM|2700 Potomac Mills Circle - Su||Woodbridge|VA|22192|
7763|undefined|0962|962 York, PA BAM|3000 Whiteford Rd.||York|PA|17402|
7763|undefined|0963|963 West Lebanon/Main, NH BAM|200 S. Main Street Suite 7 & 8||West Lebanon|NH|03784|
7763|undefined|1||402 INDUSTRIAL LANE||BIRMINGHAM|AL|35211|
7763|undefined|10|Home Office|402 INDUSTRIAL LANE||BIRMINGHAM|AL|35211|
7763|undefined|1001|1001 Brandon, FL Rilakkuma|Brandon Town Center|Space #673|Brandon|FL|33511|
7763|undefined|2||4350 BRYSON BLVD||FLORENCE|AL|35630|
7763|undefined|2100|2100 Hoover-2nd & Charles|1705 Montgomery Highway South||Hoover|AL|35244|
7763|undefined|2101|2101 Augusta GA 2nd & Charles|2834 Washington Road||Augusta|GA|30909|
7763|undefined|2102|2102 Dayton OH 2nd & Charles|350 East Stroop Road||Dayton|OH|45429|9372986540
7763|undefined|2103|2103 Fayetteville NC 2nd & Ch|1920 Skibo Road||Fayetteville|NC|28314|
7763|undefined|2104|2104 Jacksonville NC 2nd & Ch|1250 B Western Blvd||Jacksonville|NC|28546|
7763|undefined|2105|2105 Newark, DE 2nC|101 Geoffrey Drive||Newark|DE|19713|
7763|undefined|2106|2106 Woodbridge, VA 2NC|2904 Prince William Pkwy||Woodbridge|VA|22192|
7763|undefined|2107|2107 Harrisburg, PA 2NC|3501 Paxton Street||Harrisburg|PA|17111|
7763|undefined|2108|2108 Hagerstown, MD 2NC|17636 Garland Groh Blvd||Hagerstown|MD|21740|7907927
7763|undefined|2109|2109 Covington, LA 2NC|401 North US Highway 190||Covington|LA|70433|
7763|undefined|2110|2110 Aurora, CO 2nd & Charles|6606 S. Parker Road||Aurora|CO|80016|303-400-2948
7763|undefined|2111|2111 Broomfield, CO 2nC|1 W. Flatiron Crossing Circle|Suite 332|Broomfield|CO|80021|
7763|undefined|2112|2112 Naperville, IL 2nC|336 South Route 59||Naperville|IL|60540|
7763|undefined|2113|2113 Columbia, SC 2nC|275-1 Harbison Blvd||Columbia|SC|29212|
7763|undefined|2114|2114 Kennesaw GA 2nd & Charles|815 Earnest W. Barrett Pkwy NW||Kennesaw|GA|30144|
7763|undefined|2116|2116 Auburn Hills, MI 2nC|3924 Baldwin Road||Auburn Hills|MI|48326|
7763|undefined|2117|2117 Greenville, SC 2nd & Char|2465 Laurens Road||Greenville|SC|29607|
7763|undefined|2118|2118 Beaumont, TX 2NC|6155 Eastex Freeway|Suite C324|Beaumont|TX|77706|
7763|undefined|2119|2119 Bossier City, LA 2NC|2001 Airline Drive - Suite 166||Bossier City|LA|71111|
7763|undefined|2120|2120 Dothan, AL 2nd & Charles|3525 Ross Clark Circle|Suite 300|Dothan|AL|36303|303-400-2948
7763|undefined|2121|2121 Charlotte, NC 2NC|5331 South Blvd||Charlotte|NC|28217|
7763|undefined|2122|2122 Athens, GA 2NC|2656 Atlanta Highway|Suite 2|Athens|GA|30606|
7763|undefined|2123|2123 Allentown, PA 2NC|2590 MacArthur Road||Whitehall|PA|18052|
7763|undefined|2124|2124 Columbus, GA 2nc|3201 Macon Road - #101||Columbus|GA|31906|
7763|undefined|2125|2125 Gainesville, FL 2NC|2601 NW 13th Street|Suite 2601|Gainesville|FL|32609|
7763|undefined|2126|2126 Midlothian, VA 2nC|12244 Hull Street Road||Midlothian|VA|23112|
7763|undefined|2127|2127 Buford, GA 2nC|1705 Mall of Georgia Blvd||Buford|GA|30519|
7763|undefined|2128|2128 Richmond/Tuckernuck, VA 2|9004 West Broad Street||Richmond|VA|23294|
7763|undefined|2129|2129 Utica, MI 2nC|45290 Utica Park Blvd||Utica|MI|48315|
7763|undefined|2130|2130 Newport News, VA 2nC|12747 Jefferson Avenue||Newport News|VA|23602|
7763|undefined|2131|2131 Highland, IN 2nC|10239 Indianapolis Blvd||Highland|IN|46322|
7763|undefined|2132|2132 Laredo, TX 2nc|5410 San Bernardo Avenue||Laredo|TX|78041|
7763|undefined|2133|2133 Littleon, CO 2NC|8500 W.Crestline, Unit K||Littleton|CO|80123|
7763|undefined|2134|2134 Madison, AL 2NC|8050 Highway 72 West||Madison|AL|35758|
7763|undefined|2135|2135 Jacksonville, FL 2NC|4972 Town Center Pkwy, Suite 1||Jacksonville|FL|32246|
7763|undefined|2136|Oxford, AL 2nC|900 Quintard Drive Suite A||Oxford|AL|36203|
7763|undefined|2137|2137 Conroe, TX 2NC|1306 West Davis Street||Conroe|TX|77304|
7763|undefined|2138|2138 Houma, LA 2NC|1544 Martin Luther King Blvd||Houma|LA|70360|
7763|undefined|2139|Fort Collins, CO 2NC|4417 Corbett Drive||Fort Collins|CO|80525|
7763|undefined|2140|2140 Owensboro,KY 2NC|2520 Calumet Trace||Owensboro|KY|42303|
7763|undefined|2141|2141 Lubbock, TX 2NC|6066 Marsha Sharp Freeway||Lubbock|TX|79407|
7763|undefined|2142|2142 Chantilly, VA SNC|13653D Lee Highway, Route 50||Chantilly|VA|22021|
7763|undefined|2143|2143 Matthews, NC 2NC|9903 Independence Blvd||Matthews|NC|28105|
7763|undefined|2144|2144 Gurnee, IL SNC|6108 W. Grand Ave.||Gurnee|IL|60031|
7763|undefined|2145|2145 Hixson, TN SNC|5756 Highway 153||Hixson|TN|37343|
7763|undefined|2146|2146 Hixson, TN SNC|5756 Highway 153||Hixson|TN|37343|
7763|undefined|2147|2147 Miramar Beach, FL 2NC|130 Scenic Gulf Drive # 4950||Miramar Beach|FL|32541|
7763|undefined|2148|Tuscaloosa, AL 2nd & Charles|2306 McFarland Blvd. East||Tuscaloosa|AL|35404|
7763|undefined|3108|3108 YoMo Alabaster, AL|300 Colonial Promenade Pky|Suite 2200|Alabaster|AL|35007|663 9017
7763|undefined|3134|3134 YoMo Arundel Mills, MD|7000 Arundel Mills Circle||Hanover|MD|21076|
7763|undefined|3176|3176 YoMo Biloxi, MS|2600 Beach Blvd, Suite 70||Biloxi|MS|39531|5946823
7763|undefined|3197|3197 YoMo Mountain Brook, AL|2037 Cahaba Road||Mountain Brook|AL|35223|
7763|undefined|3240|3240 YoMo Charleston, WV|212 RHL Blvd||Charleston|WV|25309|7462984
7763|undefined|3253|3253 YoMo Clarksville, IN|757 E Lewis and Clark Parkway|Ste 228|Clarksville|IN|47129|
7763|undefined|3286|3286 YoMo Concord Mills, NC|8301 Concord Mills Blvd.||Concord|NC|28027|
7763|undefined|3313|3313 YoMo Beaver Creek, OH|4453 Walnut Street||Beaver Creek|OH|45440|
7763|undefined|3387|3387 YoMo Ft Myers, FL|4125 Cleveland Avenue|Suite 1200|Ft. Myers|FL|33901|
7763|undefined|3487|3487 YoMo Orange Park, FL|1910 Wells Road||Orange Park|FL|32073|
7763|undefined|3515|3515 YoMo Katy, TX|5000 Katy Mills Circle|Space #221|Katy|TX|77494|
7763|undefined|3517|3517 YoMo Kansas City, KS|1859 West village Parkway|Suite F-101|Kansas City|KS|66111|
7763|undefined|3575|3575 YoMo Lakeland, FL|1520 Towne Center Drive||Lakeland|FL|33803|
7763|undefined|3577|3577 YoMo Lake Charles, LA|2940 Ryan Street||Lake Charles|LA|70601|
7763|undefined|3622|3622 YoMo Merritt Island, FL|777 E. Merritt Island Causeway|Suite 115|Merritt Island|FL|32952|453-5177
7763|undefined|3658|3658 YoMo Myrtle Beach, SC|10177 North Kings Highway|Space A-5|Myrtle Beach|SC|29572|3611674
7763|undefined|3777|3777 YoMo Port Charlotte, FL|1825 Tamiani Trail||Port Charlotte|FL|33948|6290340
7763|undefined|4||1814 HAYES STREET||NASHVILLE|TN|37203|
7763|undefined|4001|YoMo Cahaba Village|3000 Cahaba Village Pkwy|Ste 120|Birmingham|AL|35243|970-7778
7763|undefined|4002|YoMo Tuscaloosa|1800 McFarland Blvd E|Ste 605|Tuscaloosa|AL|35404|342-1484
7763|undefined|4003|YoMo Raleigh|8107 Creedmoor Road|Ste 110|Raleigh|NC|27613|
7763|undefined|4004|YoMo Duluth, GA|11720 Medlock Bridge Road|Ste 162|Duluth|GA|30097|
7763|undefined|4005|YoMo Greenville, SC-The Point|1140 Woodruff Road||Greenville|SC|29607|
7763|undefined|4006|YoMo Clearwater, FL|2719 Gulf to Bay Blvd|Ste 1145|Clearwater|FL|33764|797-4931
7763|undefined|4007|YoMo Tampa, FL|12827 North Dale Mabry Hwy||Tampa|FL|33618|968-2459
7763|undefined|4008|YoMo Memphis,TN-Ridgeway Trace|5959 Poplar Avenue||Memphis|TN|38119|901-684-6282
7763|undefined|4009|YoMo Charleston, SC|343 King Street||Charleston|SC|29401|
7763|undefined|4010|YoMo Greenville, SC - Cherryda|3220 North Pleasantburg Drive||Greenville|SC|29609|864-232-2505
7763|undefined|4011|YoMo Little Rock, AR|12319 Chenal Pkwy||Little Rock|AR|72211|
7763|undefined|4012|YoMo Anderson, SC|3188 North Main Street||Anderson|SC|29621|
7763|undefined|4013|YoMo Memphis, TN|465 N Germantown Pkwy||Memphis|TN|38018|
7763|undefined|4014|YoMo Trussville, AL|1644 Gadsden Highway|Suite 100|Trussville|AL|35173|205-655-0150
7763|undefined|4015|YoMo Bradenton, FL|1526 Cortez Road West||Bradenton|FL|34205|941-755-7893
7763|undefined|4016|YoMo Destin, FL|985 Highway 98 East||Destin|FL|32541|850-650-2059
7763|undefined|4017|YoMo Ft Myers, FL|Coconut Pointe Town Center #46|Ste #E15B|Bonita Springs|FL|34133|
7763|undefined|4018|YoMo Huntsville, AL|2710 Carl T Jones Drive|Suite G|Huntsville|AL|35801|256-881-1677
7763|undefined|4019|YoMo Spartanburg, SC|1490 WO Ezell Blvd|Suite B|Spartanburg|SC|29301|864-576-1521
7763|undefined|4020|YoMo Bel Air, MD|1437 Rock Spring Road||Bel Air|MD|21014|
7763|undefined|4021|YoMo Florence, AL|240 Cox Creek Parkway||Florence|AL|35071|256-349-5909
7763|undefined|4022|YoMo Jacksonville, FL-Mandarin|11700 San Jose Boulevard Unit 27||Jacksonville|FL|32223|904-551-9864
7763|undefined|4023|4023 Jacksonville, FL YOMO|4906 Town Center Parkway|Suite 406|Jacksonville|FL|32246|904-551-9862
7763|undefined|4024|4024 YOMO Tallahassee, FL|1801 W. Tennessee St.|Suite 2|Tallahassee|FL|32304|850-765-0229
7763|undefined|6||602 JOHN ALDRIDGE DRIVE||TUSCUMBIA|AL|35674|
7763|undefined|BAM|BAM|402 Industrial Lane||Birmingham|AL|35211|
7763|undefined|SP2NC|Special Project/Labeling|4350 Bryson Blvd||Florence|AL|FLORENCE|
